mode,frequency,signal_basis,monthly_contribution_cny,strategy_start_date,year,start_date,end_date,starting_nav_cny,ending_nav_cny,annual_contribution_cny,cumulative_contributions_cny,annual_profit_cny,cumulative_profit_cny,annual_return,annualized_return,annual_max_drawdown,annual_drawdown_from_all_time_peak,annual_max_drawdown_peak_date,annual_max_drawdown_date,annual_max_drawdown_recovery_date,annual_max_drawdown_recovery_days,twr_index_end
sell_half,daily,raw_price,10000.0,2006-01-01,2017,2017-01-03,2017-12-29,2732466.4618628183,3368565.3010139363,120000.0,1440000.0,516098.83915111795,1878565.3010139363,0.185852780594163,0.18880436692511604,-0.026410488386090725,-0.05656418502840377,2017-06-08,2017-07-04,2017-07-19,15.0,4.816269099663225
sell_half,daily,raw_price,10000.0,2006-01-01,2018,2018-01-02,2018-12-31,3368565.3010139363,3540309.9924156424,120000.0,1560000.0,51744.69140170608,1930309.9924156424,0.01624427828236663,0.01634578443347534,-0.10387843847412637,-0.10387843847412637,2018-10-01,2018-12-25,,,4.89450591520091
sell_half,daily,raw_price,10000.0,2006-01-01,2019,2019-01-02,2019-12-31,3540309.9924156424,4486831.515488132,120000.0,1680000.0,826521.5230724895,2756831.515488132,0.22937221951505937,0.23094680045911753,-0.056092032671083536,-0.09219147980871101,2019-04-10,2019-06-03,2019-06-20,17.0,6.017169600400126
sell_half,daily,raw_price,10000.0,2006-01-01,2020,2020-01-02,2020-12-31,4486831.515488132,5411693.6355468,120000.0,1800000.0,804862.1200586678,3561693.6355467997,0.1764083191726249,0.1770648427979471,-0.14591650897864528,-0.14591650897864528,2020-02-19,2020-03-16,2020-06-08,84.0,7.078648375783341
sell_half,daily,raw_price,10000.0,2006-01-01,2021,2021-01-04,2021-12-31,5411693.6355468,6485142.958607702,120000.0,1920000.0,953449.3230609018,4515142.958607702,0.1740762027915841,0.17629651303020055,-0.05502489808593325,-0.05502489808593325,2021-09-13,2021-10-04,2021-12-27,84.0,8.310872605936508
sell_half,daily,raw_price,10000.0,2006-01-01,2022,2022-01-03,2022-12-30,6485142.958607702,5854362.165173309,120000.0,2040000.0,-750780.7934343927,3764362.165173309,-0.11485510458818715,-0.11612555593147111,-0.12048894814321298,-0.12410562484435694,2022-01-03,2022-12-28,,,7.3563264635625645
sell_half,daily,raw_price,10000.0,2006-01-01,2023,2023-01-03,2023-12-29,5854362.165173309,7740625.825210864,120000.0,2160000.0,1766263.6600375548,5530625.825210864,0.2991951315479784,0.30416378407711164,-0.053140805616259446,-0.12148211732660386,2023-08-01,2023-10-26,2023-12-01,36.0,9.557303527538041
sell_half,daily,raw_price,10000.0,2006-01-01,2024,2024-01-02,2024-12-31,7740625.825210864,9748322.383579776,120000.0,2280000.0,1887696.558368912,7418322.383579776,0.2421579502550879,0.24308330209629658,-0.09473962537265701,-0.09473962537265701,2024-07-10,2024-08-05,2024-11-06,93.0,11.871680559732376
sell_half,daily,raw_price,10000.0,2006-01-01,2025,2025-01-02,2025-12-31,9748322.383579776,10894535.78314052,120000.0,2400000.0,1026213.399560744,8444535.78314052,0.1043683381542011,0.10504810023961997,-0.11641098386476256,-0.11641098386476256,2025-02-19,2025-04-07,2025-06-26,80.0,13.11070813084918
sell_half,daily,raw_price,10000.0,2006-01-01,2026,2026-01-02,2026-08-17,10894535.78314052,11443784.049856363,80000.0,2480000.0,469248.26671584323,8913784.049856363,0.04287374023761403,0.06988086205345634,-0.07546174156081109,-0.07546174156081109,2026-01-29,2026-03-30,2026-05-08,39.0,13.67281322558238
