date,asset,signal_close_cny,ma250_cny,below_count,above_count,state,pending_action,signal_paused,check_frequency
2016-01-04,dividend_low_vol,9795.22,10450.44868,0,0,on,sell,False,daily
2016-01-04,nasdaq100,715.4511,680.8202112950836,0,0,on,,False,daily
2016-01-04,gold,672.262682,697.726202112,0,0,on,sell,False,daily
2016-01-05,dividend_low_vol,9855.95,10455.2924,0,0,off,,False,daily
2016-01-05,nasdaq100,712.9088730773925,681.1529696842255,0,0,on,,False,daily
2016-01-05,gold,672.9296420000001,697.5245420360001,0,0,off,,False,daily
2016-01-06,dividend_low_vol,10051.46,10460.176360000001,0,0,off,,False,daily
2016-01-06,nasdaq100,709.6876180038452,681.4239713203826,0,0,on,,False,daily
2016-01-06,gold,686.153718,697.38721314,0,0,off,,False,daily
2016-01-07,dividend_low_vol,9464.19,10462.7018,0,0,off,,False,daily
2016-01-07,nasdaq100,691.3659801071167,681.6409700926025,0,0,on,,False,daily
2016-01-07,gold,699.80449,697.27439626,0,0,off,,False,daily
2016-01-08,dividend_low_vol,9691.13,10466.345080000001,0,0,off,,False,daily
2016-01-08,nasdaq100,685.7587460845948,681.8644682612244,0,0,on,,False,daily
2016-01-08,gold,696.7693760000001,697.119905316,0,0,off,,False,daily
2016-01-11,dividend_low_vol,9195.07,10467.20436,0,0,off,,False,daily
2016-01-11,nasdaq100,685.1872870254516,682.0887397325379,0,0,on,,False,daily
2016-01-11,gold,687.87995,696.942475036,0,0,off,,False,daily
2016-01-12,dividend_low_vol,9209.01,10466.707120000001,0,0,off,,False,daily
2016-01-12,nasdaq100,693.3978060150147,682.3602594912871,0,0,on,,False,daily
2016-01-12,gold,684.6597,696.75748692,0,0,off,,False,daily
2016-01-13,dividend_low_vol,9085.41,10465.616960000001,0,0,off,,False,daily
2016-01-13,nasdaq100,669.4830100250244,682.5720532936249,0,0,on,,False,daily
2016-01-13,gold,688.0104,696.5165054,0,0,off,,False,daily
2016-01-14,dividend_low_vol,9246.68,10465.32988,0,0,off,,False,daily
2016-01-14,nasdaq100,685.7276349891663,682.8120065211579,0,0,on,,False,daily
2016-01-14,gold,678.809082,696.190060208,0,0,off,,False,daily
2016-01-15,dividend_low_vol,8962.55,10464.807680000002,0,0,off,,False,daily
2016-01-15,nasdaq100,663.9305358886718,682.9419838204468,0,0,on,,False,daily
2016-01-15,gold,685.26272,695.844144928,0,0,off,,False,daily
2016-01-18,dividend_low_vol,8963.63,10464.47108,0,0,off,,False,daily
2016-01-19,dividend_low_vol,9206.84,10465.83072,0,0,off,,False,daily
2016-01-19,nasdaq100,664.8029819396972,683.0635478913696,0,0,on,,False,daily
2016-01-19,gold,684.011634,695.49372196,0,0,off,,False,daily
2016-01-20,dividend_low_vol,9071.93,10466.45084,0,0,off,,False,daily
2016-01-20,nasdaq100,662.743575,683.1310412016845,0,0,on,,False,daily
2016-01-20,gold,693.134397,695.156297728,0,0,off,,False,daily
2016-01-21,dividend_low_vol,8839.58,10466.24516,0,0,off,,False,daily
2016-01-21,nasdaq100,663.5324799606323,683.1878876523102,0,0,on,,False,daily
2016-01-21,gold,694.0609059999999,694.837773284,0,0,off,,False,daily
2016-01-22,dividend_low_vol,8924.39,10465.34004,0,0,off,,False,daily
2016-01-22,nasdaq100,682.6820539154053,683.3136579232391,0,0,on,,False,daily
2016-01-22,gold,690.774,694.524647564,0,0,off,,False,daily
