date,asset,side,reason,units,price_cny,gross_value_cny,fee_cny,cash_change_cny,mode,pre_trade_weight,target_weight,upper_weight_threshold,post_sell_target_weight,position_value_cny,sell_fraction
2016-01-04,dividend_low_vol,buy,monthly_contribution,0.30627183462954366,9795.22,2999.999999999998,0.3,-3000.2999999999984,sell_half,,,,,,
2016-01-04,nasdaq100,buy,monthly_contribution,6.988388165172997,715.4511,4999.850000000002,0.3,-5000.150000000002,sell_half,,,,,,
2016-01-04,gold,buy,monthly_contribution,1.487424524331994,672.262682,999.9400000000005,0.3,-1000.2400000000005,sell_half,,,,,,
2016-01-04,long_bond,buy,monthly_contribution,5.008756960113815,99.81618273381741,499.9550000000004,0.3,-500.2550000000004,sell_half,,,,,,
2016-01-05,dividend_low_vol,sell,ma250_sell_position,-0.9244611320713098,9855.95,9111.442694638226,0.5466865616782935,9110.896008076548,sell_half,0.30185473535632584,0.3,,0.15,18111.599331102316,0.5030722316715297
2016-01-05,long_bond,buy,sell_proceeds_to_long_bond,45.771241438101654,99.52642447329717,4555.448004038274,0.3,-4555.748004038274,sell_half,,,,,,
2016-01-05,gold,sell,ma250_sell_position,-4.466860349378894,672.9296420000001,3005.8827357715345,0.3,3005.5827357715343,sell_half,0.10009788064346602,0.1,,0.05,6005.892613598147,0.5004889246547319
2016-01-05,long_bond,buy,sell_proceeds_to_long_bond,15.099420840632776,99.52642447329717,1502.7913678857672,0.3,-1503.091367885767,sell_half,,,,,,
2016-01-28,nasdaq100,sell,ma250_sell_position,-20.711037860442715,670.5888,13888.590025588848,0.8333154015353309,13887.756710187314,sell_half,0.49399984197072344,0.5,,0.25,28118.71197301954,0.4939269636146643
2016-01-28,long_bond,buy,sell_proceeds_to_long_bond,69.66520752419687,99.67498270469996,6943.878355093657,0.4166327013056194,-6944.294987794962,sell_half,,,,,,
2016-02-01,long_bond,buy,monthly_contribution,177.2755676205383,99.81866128616616,17695.409838627358,1.0617245903176415,-17696.471563217674,sell_half,,,,,,
2016-02-04,gold,buy,ma250_buy,4.805339288271327,725.7593659999999,3487.519995270689,0.3,-3487.819995270689,sell_half,,,,,,
2016-03-01,gold,buy,monthly_contribution,0.8745474497665077,771.3934999999999,674.6202181914605,0.3,-674.9202181914604,sell_half,,,,,,
2016-03-01,long_bond,buy,monthly_contribution,14.222672272392016,99.95110892730212,1421.5718655351739,0.3,-1421.8718655351738,sell_half,,,,,,
2016-03-30,nasdaq100,buy,ma250_buy,17.988938743686155,706.9905319458009,12718.009371539101,0.7630805622923461,-12718.772452101393,sell_half,,,,,,
2016-04-01,nasdaq100,buy,monthly_contribution,13.987758405624803,714.8679399536132,9999.40003599784,0.5999640021598704,-10000.0,sell_half,,,,,,
2016-05-02,nasdaq100,buy,monthly_contribution,14.536475929289011,690.8839439025878,10043.017820472227,0.6025810692283337,-10043.620401541455,sell_half,,,,,,
2016-06-01,nasdaq100,buy,monthly_contribution,8.530054329081162,725.5291699676513,6188.803237157226,0.3713281942294336,-6189.174565351455,sell_half,,,,,,
2016-06-01,gold,buy,monthly_contribution,4.37924128479053,762.2823119999999,3338.2181713759755,0.3,-3338.5181713759757,sell_half,,,,,,
2016-07-01,nasdaq100,buy,monthly_contribution,8.507229039623258,719.2399881851196,6118.739313946739,0.36712435883680433,-6119.1064383055755,sell_half,,,,,,
2016-08-01,nasdaq100,buy,monthly_contribution,4.300236194237983,769.4208396759034,3308.6913433752998,0.3,-3308.9913433753,sell_half,,,,,,
2016-08-01,gold,buy,monthly_contribution,1.4523495821034347,858.292162,1246.5402628033535,0.3,-1246.8402628033534,sell_half,,,,,,
2016-08-04,dividend_low_vol,buy,ma250_buy,1.0067229763579741,9874.34,9940.724954370598,0.5964434972622359,-9941.321397867861,sell_half,,,,,,
2016-09-01,dividend_low_vol,buy,monthly_contribution,0.9792264269896712,10211.53,9999.400035997838,0.5999640021598703,-9999.999999999998,sell_half,,,,,,
2016-10-03,nasdaq100,buy,monthly_contribution,11.794631065673947,790.550695350647,9324.25379037288,0.5594552274223729,-9324.813245600302,sell_half,,,,,,
2016-10-03,gold,buy,monthly_contribution,0.8078845732340934,835.69642,675.1462456249596,0.3,-675.4462456249596,sell_half,,,,,,
2016-11-01,dividend_low_vol,buy,monthly_contribution,0.9706236791141825,10481.65,10173.73768618717,0.6104242611712303,-10174.348110448342,sell_half,,,,,,
2016-12-01,dividend_low_vol,buy,monthly_contribution,0.8975622573966117,11140.62,9999.40003599784,0.5999640021598704,-10000.0,sell_half,,,,,,
2016-12-12,gold,sell,ma250_sell_position,-4.8476622977595545,765.1566899999999,3709.2212379914945,0.3,3708.9212379914943,sell_half,0.07031739390541264,0.1,,0.05,12837.412715844717,0.2889383803492855
2016-12-12,long_bond,buy,sell_proceeds_to_long_bond,18.359221999872275,101.00976059925898,1854.4606189957472,0.3,-1854.760618995747,sell_half,,,,,,
2017-01-03,dividend_low_vol,buy,monthly_contribution,0.726408281678735,10537.6,7654.5999090178375,0.45927599454107026,-7655.059185012378,sell_half,,,,,,
2017-01-03,nasdaq100,buy,monthly_contribution,5.348012608606535,831.6995563697815,4447.939714038052,0.3,-4448.239714038053,sell_half,,,,,,
2017-02-01,nasdaq100,buy,monthly_contribution,11.592702409016793,862.5570260986328,9999.366914367982,0.5999620148620789,-9999.966876382843,sell_half,,,,,,
2017-03-01,dividend_low_vol,buy,monthly_contribution,0.6036676335098767,11025.76,6655.8944468478585,0.39935366681087153,-6656.29380051467,sell_half,,,,,,
2017-03-01,nasdaq100,buy,monthly_contribution,3.697634097419724,904.2283527954102,3343.5055891499806,0.3,-3343.8055891499807,sell_half,,,,,,
2017-04-03,nasdaq100,buy,monthly_contribution,8.072674673718224,910.6473810058594,7351.360049333831,0.44108160296002985,-7351.801130936791,sell_half,,,,,,
2017-04-12,gold,buy,ma250_buy,3.1500760127089618,840.59578,2647.9406029623797,0.3,-2648.24060296238,sell_half,,,,,,
2017-05-01,nasdaq100,buy,monthly_contribution,3.6598725020855385,945.3079789733886,3459.706678246759,0.3,-3460.0066782467593,sell_half,,,,,,
2017-05-01,gold,buy,monthly_contribution,8.2099106882956,824.5263,6769.287283150825,0.4061572369890495,-6769.693440387814,sell_half,,,,,,
2017-06-01,dividend_low_vol,buy,monthly_contribution,0.7134148648700349,11704.45,8350.12861512808,0.5010077169076849,-8350.629622844988,sell_half,,,,,,
2017-06-01,nasdaq100,buy,monthly_contribution,1.7092253880899293,964.9233110870362,1649.271420869759,0.3,-1649.5714208697589,sell_half,,,,,,
2017-07-03,nasdaq100,buy,monthly_contribution,10.799739260762982,925.8741125976562,9999.199004344993,0.5999519402606996,-9999.798956285254,sell_half,,,,,,
2017-07-05,gold,sell,ma250_sell_position,-5.94466831500968,792.27774,4709.828377665477,0.3,4709.528377665477,sell_half,0.0671363979659635,0.1,,0.05,18452.005663172593,0.2552475033684593
2017-07-05,long_bond,buy,sell_proceeds_to_long_bond,23.70098649744957,99.35300326364607,2354.7641888327385,0.3,-2355.0641888327386,sell_half,,,,,,
2017-08-01,dividend_low_vol,buy,monthly_contribution,0.18051183112847083,12519.53,2259.9232851678244,0.3,-2260.2232851678245,sell_half,,,,,,
2017-08-01,nasdaq100,buy,monthly_contribution,5.536024752951374,964.2925036010741,5338.347169020999,0.32030083014125993,-5338.667469851141,sell_half,,,,,,
2017-09-01,dividend_low_vol,buy,monthly_contribution,0.27322044417503244,12400.54,3388.0810468102572,0.3,-3388.3810468102574,sell_half,,,,,,
2017-09-01,nasdaq100,buy,monthly_contribution,5.594820312785906,957.0592,5354.574252698629,0.3212744551619177,-5354.895527153791,sell_half,,,,,,
2017-09-06,gold,buy,ma250_buy,7.689409467705463,827.067501,6359.6606726208975,0.38157964035725384,-6360.042252261254,sell_half,,,,,,
2017-10-02,nasdaq100,buy,monthly_contribution,4.173345234325346,968.5874261825561,4042.2497190864233,0.3,-4042.5497190864235,sell_half,,,,,,
2017-10-02,gold,buy,monthly_contribution,7.41375443689362,803.5190409999999,5957.0928553422555,0.3574255713205353,-5957.450280913576,sell_half,,,,,,
2017-11-01,dividend_low_vol,buy,monthly_contribution,0.44634409973179434,12862.7,5741.190251620152,0.34447141509720913,-5741.534723035249,sell_half,,,,,,
2017-11-01,nasdaq100,buy,monthly_contribution,3.573985343056347,1004.1338202941895,3588.759556198609,0.3,-3589.0595561986092,sell_half,,,,,,
2017-11-01,gold,buy,monthly_contribution,1.2490230938248172,799.543998,998.6489180310235,0.3,-998.9489180310235,sell_half,,,,,,
2017-12-01,dividend_low_vol,buy,monthly_contribution,0.34420160240229575,12744.8,4386.780582296778,0.3,-4387.080582296779,sell_half,,,,,,
2017-12-01,nasdaq100,buy,monthly_contribution,2.834356856058907,1021.7505493301392,2896.0056746758346,0.3,-2896.305674675835,sell_half,,,,,,
2017-12-01,gold,buy,monthly_contribution,3.3777002366221405,804.159783,2716.210689321109,0.3,-2716.510689321109,sell_half,,,,,,
2017-12-12,gold,sell,ma250_sell_position,-15.196221529498727,782.27115,11887.565691535729,0.7132539414921437,11886.852437594236,sell_half,0.08472816083642962,0.1,,0.05,29002.733044518256,0.4098774302852321
2017-12-12,long_bond,buy,sell_proceeds_to_long_bond,60.709154431022654,97.9,5943.426218797118,0.3566055731278271,-5943.782824370246,sell_half,,,,,,
2018-01-02,dividend_low_vol,buy,monthly_contribution,0.12889614750394748,13057.18,1683.020199265593,0.3,-1683.320199265593,sell_half,,,,,,
2018-01-02,nasdaq100,buy,monthly_contribution,5.662372777433365,1028.7586256561278,5825.21483646502,0.3495128901879012,-5825.564349355208,sell_half,,,,,,
2018-02-01,dividend_low_vol,buy,monthly_contribution,0.09727126628122107,13599.29,1322.820158825547,0.3,-1323.120158825547,sell_half,,,,,,
2018-02-01,nasdaq100,buy,monthly_contribution,4.3505728426055175,1057.6273662765502,4601.284897319158,0.3,-4601.584897319158,sell_half,,,,,,
2018-03-01,dividend_low_vol,buy,monthly_contribution,0.4736943497452154,12964.27,6141.101447571404,0.3684660868542842,-6141.469913658258,sell_half,,,,,,
2018-03-01,nasdaq100,buy,monthly_contribution,3.4621790420538785,1045.5170928421019,3619.767366947024,0.3,-3620.0673669470243,sell_half,,,,,,
2018-04-02,dividend_low_vol,buy,monthly_contribution,0.21055779503298447,12429.33,2617.092318537325,0.3,-2617.392318537325,sell_half,,,,,,
2018-04-02,nasdaq100,buy,monthly_contribution,9.286791263310151,976.3695005111695,9067.339747109625,0.5440403848265775,-9067.883787494451,sell_half,,,,,,
2018-04-18,dividend_low_vol,sell,ma250_sell_position,-4.236268054929541,12121.45,51349.711414425685,3.0809826848655413,51346.63043174082,sell_half,0.284364540530129,0.3,,0.15,108674.78156890374,0.47250807108241677
2018-04-18,long_bond,buy,sell_proceeds_to_long_bond,254.18872304106304,101.001,25673.31521587041,1.5403989129522246,-25674.855614783362,sell_half,,,,,,
2018-06-01,long_bond,buy,monthly_contribution,314.10614346187646,101.704,31945.851214646682,1.9167510728788009,-31947.767965719562,sell_half,,,,,,
2018-07-02,long_bond,buy,monthly_contribution,26.369237365953474,102.396,2700.104429324172,0.3,-2700.4044293241723,sell_half,,,,,,
2018-08-01,long_bond,buy,monthly_contribution,50.417227239110815,102.698,5177.748403002202,0.31066490418013215,-5178.059067906383,sell_half,,,,,,
2018-09-03,long_bond,buy,monthly_contribution,52.835763290031025,102.39,5409.853803266276,0.3245912281959766,-5410.178394494473,sell_half,,,,,,
2018-11-01,nasdaq100,buy,monthly_contribution,9.992892311186536,1190.741213104248,11898.948713042366,0.713936922782542,-11899.662649965148,sell_half,,,,,,
2018-12-03,nasdaq100,buy,monthly_contribution,5.9232563007081485,1185.59594659729,7022.5886607764405,0.42135531964658646,-7023.010016096087,sell_half,,,,,,
2018-12-03,long_bond,buy,monthly_contribution,13.927611906380264,104.737,1458.7362882385496,0.3,-1459.0362882385496,sell_half,,,,,,
2018-12-18,nasdaq100,sell,ma250_sell_position,-98.7649932145629,1092.131625376892,107864.3725697583,6.4718623541854985,107857.90070740411,sell_half,0.47996171120735626,0.5,,0.25,225127.77698982836,0.4791251173533854
2018-12-18,long_bond,buy,sell_proceeds_to_long_bond,514.8545085607284,104.746,53928.95035370206,3.2357370212221235,-53932.18609072328,sell_half,,,,,,
