date,close
2005-01-01,1000.0
2005-12-30,1000.0
2006-01-04,1009.34
2006-01-05,1032.57
2006-01-06,1046.89
2006-01-09,1057.87
2006-01-10,1061.69
2006-01-11,1063.56
2006-01-12,1077.66
2006-01-13,1076.83
2006-01-16,1063.89
2006-01-17,1065.09
2006-01-18,1087.02
2006-01-19,1106.72
2006-01-20,1108.93
2006-01-23,1121.93
2006-01-24,1125.84
2006-01-25,1133.3
2006-02-06,1165.6
2006-02-07,1160.99
2006-02-08,1160.46
2006-02-09,1149.27
2006-02-10,1165.53
2006-02-13,1164.12
2006-02-14,1165.87
2006-02-15,1167.62
2006-02-16,1147.14
2006-02-17,1145.31
2006-02-20,1152.45
2006-02-21,1171.47
2006-02-22,1179.85
2006-02-23,1175.44
2006-02-24,1183.58
2006-02-27,1176.11
2006-02-28,1181.16
2006-03-01,1180.28
2006-03-02,1170.03
2006-03-03,1181.65
2006-03-06,1186.47
2006-03-07,1158.75
2006-03-08,1145.9
2006-03-09,1143.24
2006-03-10,1150.89
2006-03-13,1168.08
2006-03-14,1164.53
2006-03-15,1177.64
2006-03-16,1175.29
2006-03-17,1169.55
2006-03-20,1184.57
2006-03-21,1191.87
2006-03-22,1194.13
2006-03-23,1197.68
2006-03-24,1196.56
2006-03-27,1199.0
2006-03-28,1205.68
2006-03-29,1219.77
2006-03-30,1212.14
2006-03-31,1215.0
2006-04-03,1226.76
2006-04-04,1235.83
2006-04-05,1242.09
2006-04-06,1238.58
2006-04-07,1236.67
2006-04-10,1254.62
2006-04-11,1268.03
2006-04-12,1263.99
2006-04-13,1249.22
2006-04-14,1284.87
2006-04-17,1290.35
2006-04-18,1298.31
2006-04-19,1295.98
2006-04-20,1279.51
2006-04-21,1290.55
2006-04-24,1270.62
2006-04-25,1268.46
2006-04-26,1288.79
2006-04-27,1288.54
2006-04-28,1298.39
2006-05-08,1338.88
2006-05-09,1372.81
2006-05-10,1380.11
2006-05-11,1370.54
2006-05-12,1397.99
2006-05-15,1452.31
2006-05-16,1434.83
2006-05-17,1459.89
2006-05-18,1469.28
2006-05-19,1503.38
2006-05-22,1545.28
2006-05-23,1491.8
2006-05-24,1454.92
2006-05-25,1449.71
2006-05-26,1481.34
2006-05-29,1530.72
2006-05-30,1547.82
2006-05-31,1538.18
2006-06-01,1584.58
2006-06-02,1582.52
2006-06-05,1602.06
2006-06-06,1589.14
2006-06-07,1488.84
2006-06-08,1488.38
2006-06-09,1457.85
2006-06-12,1462.56
2006-06-13,1466.99
2006-06-14,1443.98
2006-06-15,1435.73
2006-06-16,1471.28
2006-06-19,1492.77
2006-06-20,1494.04
2006-06-21,1490.86
2006-06-22,1479.5
2006-06-23,1487.79
2006-06-26,1517.47
2006-06-27,1516.79
2006-06-28,1528.94
2006-06-29,1568.51
2006-06-30,1566.68
2006-07-03,1591.52
2006-07-04,1579.36
2006-07-05,1559.95
2006-07-06,1594.65
2006-07-07,1586.15
2006-07-10,1585.18
2006-07-11,1590.95
2006-07-12,1595.14
2006-07-13,1503.0
2006-07-14,1513.11
2006-07-17,1535.38
2006-07-18,1539.33
2006-07-19,1513.44
2006-07-20,1521.85
2006-07-21,1528.24
2006-07-24,1530.47
2006-07-25,1550.5
2006-07-26,1548.3
2006-07-27,1524.58
2006-07-28,1520.57
2006-07-31,1466.81
2006-08-01,1451.53
2006-08-02,1443.71
2006-08-03,1439.76
2006-08-04,1407.81
2006-08-07,1385.74
2006-08-08,1424.62
2006-08-09,1424.39
2006-08-10,1447.12
2006-08-11,1448.83
2006-08-14,1421.42
2006-08-15,1442.36
2006-08-16,1464.13
2006-08-17,1443.5
2006-08-18,1434.7
2006-08-21,1434.64
2006-08-22,1442.31
2006-08-23,1442.36
2006-08-24,1446.31
2006-08-25,1451.51
2006-08-28,1483.64
2006-08-29,1481.94
2006-08-30,1489.19
2006-08-31,1513.4
2006-09-01,1499.55
2006-09-04,1519.6
2006-09-05,1514.59
2006-09-06,1519.9
2006-09-07,1498.13
2006-09-08,1496.55
2006-09-11,1504.85
2006-09-12,1509.49
2006-09-13,1497.13
2006-09-14,1493.13
2006-09-15,1515.37
2006-09-18,1540.6
2006-09-19,1536.2
2006-09-20,1535.06
2006-09-21,1539.84
2006-09-22,1523.98
2006-09-25,1514.62
2006-09-26,1507.03
2006-09-27,1513.46
2006-09-28,1522.74
2006-09-29,1536.97
2006-10-09,1563.15
2006-10-10,1572.37
2006-10-11,1581.13
2006-10-12,1591.31
2006-10-13,1598.89
2006-10-16,1596.99
2006-10-17,1590.25
2006-10-18,1612.89
2006-10-19,1612.76
2006-10-20,1608.71
2006-10-23,1578.95
2006-10-24,1610.65
2006-10-25,1606.16
2006-10-26,1611.85
2006-10-27,1602.84
2006-10-30,1630.83
2006-10-31,1648.4
2006-11-01,1665.43
2006-11-02,1684.2
2006-11-03,1678.97
2006-11-06,1707.78
2006-11-07,1700.5
2006-11-08,1670.72
2006-11-09,1683.83
2006-11-10,1647.27
2006-11-13,1598.67
2006-11-14,1600.34
2006-11-15,1651.4
2006-11-16,1635.1
2006-11-17,1668.39
2006-11-20,1680.58
2006-11-21,1696.55
2006-11-22,1704.66
2006-11-23,1721.6
2006-11-24,1740.07
2006-11-27,1767.85
2006-11-28,1753.96
2006-11-29,1776.5
2006-11-30,1829.35
2006-12-01,1850.62
2006-12-04,1887.33
2006-12-05,1885.18
2006-12-06,1855.69
2006-12-07,1870.28
2006-12-08,1803.51
2006-12-11,1866.8
2006-12-12,1881.66
2006-12-13,1885.77
2006-12-14,1911.27
2006-12-15,1936.38
2006-12-18,1966.49
2006-12-19,1986.26
2006-12-20,1993.77
2006-12-21,1958.09
2006-12-22,1937.46
2006-12-25,1963.8
2006-12-26,1969.67
2006-12-27,2002.78
2006-12-28,1980.37
2006-12-29,2050.16
2007-01-04,2102.49
2007-01-05,2176.61
2007-01-08,2247.44
2007-01-09,2305.13
2007-01-10,2358.18
2007-01-11,2339.64
2007-01-12,2228.85
2007-01-15,2346.22
2007-01-16,2390.7
2007-01-17,2397.71
2007-01-18,2411.14
2007-01-19,2501.19
2007-01-22,2618.67
2007-01-23,2664.49
2007-01-24,2678.98
2007-01-25,2547.22
2007-01-26,2570.69
2007-01-29,2651.21
2007-01-30,2663.81
2007-01-31,2495.48
2007-02-01,2495.46
2007-02-02,2422.11
2007-02-05,2425.53
2007-02-06,2476.26
2007-02-07,2519.76
2007-02-08,2597.77
2007-02-09,2578.54
2007-02-12,2647.65
2007-02-13,2691.38
2007-02-14,2767.62
2007-02-15,2852.2
2007-02-16,2873.86
2007-02-26,2998.7
2007-02-27,2710.59
2007-02-28,2846.72
2007-03-01,2771.94
2007-03-02,2809.47
2007-03-05,2814.17
2007-03-06,2831.03
2007-03-07,2889.92
2007-03-08,2967.69
2007-03-09,2946.58
2007-03-12,3011.1
2007-03-13,3057.08
